"","V10B01-085_A1","V10B01-085_B1","V10B01-085_C1","V10B01-085_D1","V10B01-086_A1","V10B01-086_B1","V10B01-086_C1","V10B01-086_D1","V11A20-297_A1","V11A20-297_B1","V11A20-297_C1","V11A20-297_D1","V11L05-333_A1","V11L05-333_B1","V11L05-333_C1","V11L05-333_D1","V11L05-335_A1","V11L05-335_B1","V11L05-335_C1","V11L05-335_D1","V11L05-336_A1","V11L05-336_B1","V11L05-336_C1","V11L05-336_D1","V11U08-081_A1","V11U08-081_B1","V11U08-081_C1","V11U08-081_D1","V11U08-084_A1","V11U08-084_B1","V11U08-084_C1","V11U08-084_D1","V12F14-051_A1","V12F14-051_B1","V12F14-051_C1","V12F14-051_D1"
"ENSG00000152969",2284,1810,2054,1146,1032,1139,1132,1273,1446,1599,NA,NA,951,1471,1436,1606,NA,1154,1431,NA,NA,1389,NA,NA,1634,1180,1010,1128,1060,NA,NA,NA,1684,1348,1461,1416
"ENSG00000109501",1080,1225,2113,2775,1720,NA,688,1795,1822,3449,1403,NA,2974,3564,3209,NA,NA,NA,NA,NA,NA,1617,NA,NA,NA,NA,2678,1686,1990,NA,NA,NA,3011,NA,2461,NA
"ENSG00000074211",1997,1091,1703,895,837,1027,717,734,1165,1312,1637,862,1544,1081,762,1487,897,810,1153,1025,854,542,649,672,1194,1293,659,1038,1001,594,810,730,1267,1219,1556,1322
"ENSG00000013288",1695,1784,3381,2194,NA,NA,1627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1953,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000179010",1624,2857,2564,4199,2110,1531,1404,2721,2046,2194,1759,1763,2275,1854,1937,1484,1420,1740,1679,1129,1921,1283,1314,1169,1882,1255,2227,2598,1506,1075,1937,1770,1534,1681,1476,1641
"ENSG00000170846",5834,2384,2248,1884,NA,NA,NA,NA,1829,1910,NA,NA,2546,1378,NA,2004,NA,NA,1556,NA,NA,NA,NA,NA,1203,1126,2674,1695,NA,NA,NA,NA,1753,1601,1272,1443
"ENSG00000178988",1286,3252,3444,4675,2581,NA,1983,2762,3421,2490,1838,NA,2598,3076,2631,2362,1853,2094,1561,NA,1966,1824,NA,1187,1769,1611,2319,3299,2116,NA,NA,NA,1849,2224,2410,2321
"ENSG00000170871",5786,2144,4360,3639,NA,1915,1566,1424,2288,2975,NA,NA,3013,3155,3005,NA,NA,NA,NA,NA,1496,1882,NA,NA,NA,2078,1721,2875,NA,NA,NA,NA,1662,1916,1914,1789
"ENSG00000132405",4981,NA,4009,3553,NA,NA,NA,NA,3847,NA,NA,NA,NA,4143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2948,3153,NA,NA,NA,NA,NA,2866,NA,2233,2469
"ENSG00000109519",3937,NA,NA,3582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000184985",5178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000196526",3822,NA,NA,2751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1560,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000163995",3274,NA,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000071127",627,2745,2466,2384,2337,1601,2842,880,1130,2057,1843,1246,3152,1844,2865,2032,974,1630,1176,1348,1501,1520,1116,NA,829,1327,808,1236,1019,NA,1121,1216,1083,1052,1102,1109
"ENSG00000157869",4953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000038219",1404,2427,2983,4681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000137449",2206,3681,5017,3887,NA,NA,2728,NA,NA,NA,NA,NA,3831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2940,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000118564",2911,2206,4497,4813,NA,NA,2993,2633,3394,3412,NA,NA,3976,4140,NA,NA,NA,NA,NA,NA,2658,NA,NA,NA,NA,2191,1992,2631,NA,NA,NA,NA,2867,2273,2194,2180
"ENSG00000237765",3509,NA,4611,5866,NA,NA,NA,NA,3427,NA,2220,NA,3733,3303,2849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3692,3437,NA,NA,NA,1515,NA,NA,NA,NA
"ENSG00000169762",4227,NA,4243,4972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000169744",765,643,1298,614,724,944,1238,1156,970,636,378,806,542,685,1151,1068,NA,652,500,NA,786,602,NA,NA,NA,1434,615,841,1004,NA,NA,NA,850,317,1046,464
"ENSG00000151552",568,78,291,97,138,111,1068,302,223,195,368,75,179,160,843,72,220,202,267,74,171,337,210,155,1368,1094,488,392,1012,183,130,408,365,918,568,723
"ENSG00000002549",1867,NA,2879,3895,NA,NA,NA,NA,2455,NA,NA,NA,NA,3370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000118579",3089,NA,4465,5050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000145147",NA,929,578,703,NA,485,NA,1077,NA,NA,NA,NA,1378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1825,827,1001,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000185774",1645,1096,1237,918,1193,NA,969,1176,1190,NA,NA,NA,761,905,686,NA,NA,NA,NA,NA,1217,NA,NA,NA,751,543,1735,931,461,NA,NA,NA,1456,1374,1177,934
"ENSG00000109606",3563,NA,4559,5355,NA,NA,NA,NA,2944,3071,NA,NA,3730,3839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3393,3756,NA,NA,NA,NA,NA,3230,NA,NA,2691
"ENSG00000109610",NA,NA,282,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,41,21,NA,NA,NA,NA
"ENSG00000153012",NA,NA,NA,2523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000091490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000250317",NA,NA,NA,5442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000168214",2944,3474,3258,3173,NA,NA,NA,NA,NA,NA,NA,NA,2150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000109680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,NA,NA,NA,NA
"ENSG00000109689",5153,NA,NA,2691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1561,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000169851",3760,223,1023,564,553,815,1291,386,874,NA,NA,NA,564,1263,932,NA,749,NA,NA,NA,999,626,NA,NA,NA,2006,401,483,NA,NA,NA,NA,NA,NA,NA,1570
"ENSG00000047365",3001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000181826",NA,NA,1229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000065882",NA,NA,NA,2320,NA,NA,NA,1529,NA,NA,NA,NA,NA,2330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1227,1214,1317,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000109787",NA,NA,NA,5570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000109790",5420,NA,NA,3843,NA,NA,NA,NA,NA,NA,NA,NA,NA,3547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000035928",NA,NA,NA,5977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000163682",289,1001,660,1295,621,707,1323,649,955,763,625,367,2136,1038,1166,364,682,880,459,507,722,1104,455,371,803,436,628,520,1440,365,691,458,733,1437,978,914
"ENSG00000163683",2902,2009,3666,4398,NA,NA,NA,2612,4047,3482,NA,NA,3768,4197,NA,NA,NA,2077,NA,NA,2690,NA,NA,NA,NA,2040,3216,3256,NA,NA,NA,NA,2669,2572,2605,1509
"ENSG00000078140",1822,1417,2418,1403,1315,NA,1231,1833,2112,1855,1206,1602,2179,1818,1203,1701,1278,1355,1570,NA,1643,1395,NA,NA,2121,1696,1018,1111,1288,NA,1454,NA,1435,1675,1305,1826
"ENSG00000121892",5165,NA,5021,4645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000163694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,NA,NA,NA,NA
"ENSG00000163697",2701,NA,2385,3421,NA,NA,NA,NA,NA,NA,NA,NA,2065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000154277",34,27,37,23,14,11,40,36,23,16,17,27,17,28,11,39,18,25,18,20,24,24,18,29,24,17,27,23,22,35,27,45,19,17,20,17
"ENSG00000064042",4346,3567,4107,2722,1885,NA,2734,3081,1576,3095,1977,1474,1515,2066,3184,2255,1971,NA,2101,NA,2174,1897,NA,NA,1753,1617,1844,2394,NA,NA,NA,NA,2706,2048,1991,2594
"ENSG00000109133",4661,2058,4463,2929,2482,NA,1902,2614,3237,3227,1566,NA,3285,4349,2491,NA,NA,NA,NA,NA,2714,2312,NA,NA,NA,2279,1871,2018,NA,NA,NA,NA,2058,2743,2068,1917
"ENSG00000014824",3924,2459,2767,3046,2033,1448,2335,1372,1937,2458,NA,1781,2586,3935,1863,2592,1269,1405,1483,NA,2356,2217,NA,NA,2083,2674,1300,1918,NA,NA,NA,NA,1716,2325,1847,2578
"ENSG00000124406",1173,1499,2317,3534,2143,1880,2539,565,776,1447,1323,2052,1982,1321,3075,1294,543,689,712,1406,805,1299,756,859,295,384,292,1247,1244,614,907,972,1037,424,670,377
"ENSG00000183783",2178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000163285",3906,NA,1102,2832,NA,NA,NA,NA,2119,NA,NA,NA,2849,2194,NA,NA,NA,1766,NA,NA,2340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000260878",2882,2712,1047,1104,NA,NA,NA,1011,NA,NA,NA,NA,NA,1724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2263,1203,1005,NA,NA,NA,NA,NA,NA,NA,1359
"ENSG00000151834",1152,1975,1937,2174,1307,NA,NA,1781,1602,1945,NA,NA,NA,1819,NA,NA,NA,NA,2150,NA,NA,NA,NA,NA,NA,1276,3760,1382,NA,NA,NA,NA,2113,2369,1379,1920
"ENSG00000109158",2349,NA,1821,2186,NA,NA,NA,1697,1706,NA,NA,NA,NA,1665,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1589,1736,1414,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000260918",5319,1399,962,1228,NA,NA,NA,855,2154,1534,NA,NA,1685,2304,1789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2119,1144,1154,NA,NA,NA,NA,1757,2642,NA,1510
"ENSG00000075539",1760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000109180",4077,782,1698,982,875,614,502,526,646,952,874,1016,950,996,672,714,335,317,338,415,758,860,672,495,406,545,316,610,564,418,452,753,459,377,507,488
"ENSG00000145247",1412,NA,1140,1141,NA,1254,NA,1799,2393,1289,NA,NA,1250,1992,1443,1390,NA,450,756,NA,NA,NA,NA,NA,1848,2158,2372,1517,NA,NA,1017,1441,1202,1884,NA,2046
"ENSG00000109184",3703,2020,3651,4496,2261,NA,1798,1820,2140,2655,NA,NA,3889,4012,3088,NA,NA,NA,1615,NA,2175,NA,NA,NA,NA,2965,2947,2320,NA,NA,NA,NA,2776,1824,1789,2765
"ENSG00000163069",5837,2878,4398,5197,NA,NA,NA,NA,3158,3353,NA,NA,3193,2738,NA,NA,NA,NA,NA,NA,NA,2152,NA,NA,NA,3126,3233,3468,NA,NA,NA,NA,NA,2442,2397,2915
"ENSG00000109189",3018,1809,3260,1776,2621,NA,2532,2280,2335,3285,NA,1587,2195,2075,1493,NA,NA,NA,NA,NA,1850,1244,NA,NA,NA,NA,1026,1585,NA,NA,NA,NA,2553,2068,1527,NA
"ENSG00000226950",2474,NA,NA,5616,NA,NA,NA,NA,NA,NA,NA,NA,3882,4150,3164,1573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,NA,NA,NA,NA
"ENSG00000072201",3964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000134853",2576,NA,4573,5710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000157404",2174,1047,413,325,NA,NA,NA,932,861,212,NA,664,1219,1429,2083,566,366,74,241,423,418,283,317,286,246,538,888,1580,NA,NA,333,550,262,260,424,286
"ENSG00000134851",4827,2711,1200,1424,823,NA,NA,2669,NA,1512,1251,740,931,759,2205,844,NA,NA,NA,NA,1007,1338,NA,NA,NA,NA,NA,1916,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000134852",5832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000090989",4236,3660,4153,4994,NA,NA,NA,2694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3037,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000128050",2123,NA,4098,5132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000174780",5490,2231,4903,3917,NA,NA,2708,2798,3805,3493,NA,NA,3469,4111,2188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3504,3500,2608,NA,NA,NA,NA,2986,NA,NA,NA
"ENSG00000171476",475,218,1481,191,106,351,189,246,206,45,252,542,140,136,80,156,430,73,59,31,66,49,45,102,208,142,802,112,142,720,404,856,209,85,320,141
"ENSG00000047315",5377,2135,3237,3345,1993,NA,2482,1929,2431,2793,NA,NA,3704,2840,3217,NA,1177,NA,NA,NA,2126,NA,NA,NA,1706,2634,2115,2490,NA,NA,1521,NA,2360,2073,1642,2104
"ENSG00000163453",815,3301,174,2992,2238,766,2711,1267,1571,65,1192,1578,2372,2507,2532,58,1461,994,1723,485,2397,1006,281,36,340,175,1801,1822,1525,558,85,16,1872,569,2496,411
"ENSG00000150471",3045,2541,2629,3818,1819,NA,2205,1076,3094,NA,NA,NA,2156,2512,2523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1243,1471,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000145242",802,1812,NA,1266,NA,NA,NA,766,1153,727,NA,NA,790,1040,1169,1244,NA,NA,NA,NA,671,NA,NA,NA,NA,NA,571,925,NA,NA,NA,NA,860,NA,576,NA
"ENSG00000083896",5418,3621,3547,5850,NA,NA,NA,NA,NA,NA,NA,NA,NA,3211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3499,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000126545",NA,NA,NA,NA,NA,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000132467",NA,NA,NA,5435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000018189",814,2550,2197,2401,2300,1279,1412,1586,1168,1445,1772,1739,3068,2953,1952,1187,1011,1058,731,1320,1302,1599,1008,990,1107,1689,1099,1954,1309,NA,1491,1361,1097,1171,1079,784
"ENSG00000132463",4171,1921,3431,2592,1947,1499,1526,2007,1999,2179,1676,1780,3486,2246,1806,2136,1086,1423,864,1033,1766,1697,1159,1358,1419,1113,1637,1992,1571,NA,1225,1227,1425,1389,1513,1155
"ENSG00000173542",1455,894,2848,1254,NA,NA,NA,965,2215,2915,NA,1216,1887,1672,NA,1987,537,NA,NA,NA,558,NA,NA,NA,NA,1958,850,1147,NA,NA,1027,1240,1604,1521,1683,1591
"ENSG00000156136",5610,NA,NA,5544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3817,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000080493",3841,3321,2770,3427,NA,NA,NA,NA,NA,NA,NA,NA,NA,2452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000132466",1826,2592,2832,4069,NA,NA,NA,1925,3801,NA,NA,NA,NA,3098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000169116",1663,452,1727,599,474,734,461,825,1062,NA,277,760,201,961,363,NA,NA,NA,NA,NA,656,320,NA,NA,NA,NA,885,472,NA,NA,NA,NA,NA,NA,1027,NA
"ENSG00000163743",3696,NA,NA,4925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000138757",2291,384,790,457,421,371,254,303,342,520,370,1063,557,541,406,635,351,376,351,694,628,321,312,457,410,341,356,266,325,459,596,669,353,283,431,231
"ENSG00000138768",2850,NA,4327,5923,NA,NA,NA,NA,4012,2911,NA,NA,NA,4256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3190,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000138744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198301",NA,NA,NA,2750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000138760",3788,1651,1214,1770,1064,1306,3074,2844,2389,1509,1102,630,966,992,1873,1213,NA,NA,NA,NA,1613,1260,NA,NA,2202,1629,3465,2106,1860,NA,874,NA,2420,3061,2210,3104
"ENSG00000138758",5027,2737,3288,4784,1894,NA,1266,2800,3707,NA,NA,NA,2904,4184,2948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3509,2517,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000118816",5625,1829,2768,2629,2381,1801,1941,2426,2237,3304,1914,1866,2133,3134,528,2064,1748,2069,1963,1401,1504,1631,1037,NA,1704,3434,3206,2946,1880,NA,2113,1615,2356,2297,2450,2954
"ENSG00000138764",3276,NA,NA,4034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1713,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000169288",2774,2661,NA,2424,NA,NA,NA,NA,4009,NA,NA,NA,1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3809,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000251442",NA,NA,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000163291",4774,NA,NA,5032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000152784",1998,NA,780,1645,NA,NA,1063,NA,323,336,NA,NA,NA,670,NA,646,696,558,556,241,686,904,NA,NA,697,997,NA,1212,NA,NA,821,NA,632,942,605,842
"ENSG00000138668",1911,3493,3246,4551,2661,1918,2597,2698,2603,3450,NA,2038,3430,4299,2953,2687,NA,2020,NA,NA,2524,NA,NA,NA,1436,2740,3801,3388,1950,NA,2199,1873,2799,2149,2683,2748
"ENSG00000152795",1851,2028,2532,4210,2563,1342,2347,2647,1669,1747,1460,1279,1532,1761,2053,1210,1270,1592,838,1289,1060,1829,1127,946,540,589,1407,2732,1930,878,948,1374,1661,1732,1366,1631
"ENSG00000145293",565,3664,2403,4834,2018,1659,2608,3189,3491,2729,1626,2125,3757,3259,2999,2451,1966,1801,1677,NA,2753,1969,NA,NA,NA,3389,2822,3503,2103,NA,2009,NA,2407,2890,2721,2790
"ENSG00000249242",NA,NA,NA,4815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1321,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000145284",5085,1302,1491,1566,1890,1214,2478,2750,1762,1220,1181,1178,1636,1718,1772,1136,1214,1373,1133,978,1597,1393,1053,979,1418,698,1729,2243,1333,821,1109,853,1325,1317,844,602
"ENSG00000138674",2330,NA,4358,4855,NA,NA,NA,NA,2829,NA,NA,NA,NA,4422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2542,2876,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000251022",3152,NA,NA,5222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000138663",2589,2553,2737,1470,1708,1622,1932,1297,1488,962,NA,1313,1522,1933,2080,2107,1604,1196,1097,NA,2127,1566,NA,NA,1666,1971,1897,1461,NA,NA,1230,NA,1857,1708,2150,1413
"ENSG00000163319",3249,NA,3593,4167,NA,NA,NA,2986,3911,3035,NA,NA,2120,3952,2084,1827,NA,NA,1966,NA,NA,NA,NA,NA,NA,2832,3358,2589,NA,NA,2181,NA,NA,NA,NA,NA
"ENSG00000163322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414,NA,NA,NA,NA
"ENSG00000163624",1943,1787,2672,1404,NA,NA,1522,NA,NA,1175,NA,NA,1234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1321,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000163625",5374,NA,4734,5012,NA,NA,NA,2837,3157,3025,NA,NA,3359,3628,NA,NA,NA,NA,NA,NA,2499,NA,NA,NA,NA,2969,2494,3275,NA,NA,NA,NA,2974,NA,NA,NA
"ENSG00000109339",3185,651,2860,1132,927,1352,312,553,1512,896,614,348,690,892,865,1507,564,1076,1599,693,700,713,886,1023,1493,1407,243,555,1027,604,584,640,776,840,575,1176
"ENSG00000163629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000170502",3989,NA,NA,3357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3172,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000152583",152,249,307,418,334,232,142,170,219,948,605,868,454,508,136,302,477,357,265,486,509,218,505,443,121,75,213,130,149,134,281,1058,220,406,116,127
"ENSG00000118785",341,137,28,47,86,65,734,623,200,104,199,67,132,210,792,100,489,442,606,42,71,186,150,156,434,262,437,378,317,239,128,253,196,462,288,833
"ENSG00000163644",4222,3541,2950,4477,2459,NA,2835,3037,3906,NA,NA,NA,3625,3705,2773,NA,NA,NA,NA,NA,2591,NA,NA,NA,2041,2434,3229,2036,1849,NA,NA,NA,2593,2807,2331,2868
